問卷編號,"性別(男:0, 女:1)",出生年,年齡,CIAS_1,CIAS_2,CIAS_3,CIAS_4,CIAS_5,CIAS_6,CIAS_7,CIAS_8,CIAS_9,CIAS_10,CIAS_11,CIAS_12,CIAS_13,CIAS_14,CIAS_15,CIAS_16,CIAS_17,CIAS_18,CIAS_19,CIAS_20,CIAS_21,CIAS_22,CIAS_23,CIAS_24,CIAS_25,CIAS_26
6582,1,88,11,3,2,1,2,2,2,2,2,2,2,1,2,3,1,2,3,1,2,4,3,2,2,2,2,2,3
6583,1,87,12,3,3,3,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2
6584,1,88,11,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,4,1,1,1,1,1
6585,0,88,11,4,1,1,1,1,1,4,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
6586,0,87,12,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,1,2,1,3,2,1,2,2,1
6587,1,88,11,3,2,2,2,2,3,2,1,1,1,1,2,3,1,2,1,1,2,3,2,2,2,1,1,1,1
6588,1,88,11,1,1,2,1,,1,3,1,1,1,1,1,1,1,2,1,,1,1,1,1,1,1,1,1,1
6589,0,88,11,3,2,2,1,2,3,4,1,2,1,2,4,1,1,2,4,4,4,2,1,3,2,1,1,3,2
6590,0,88,11,3,2,2,2,1,2,2,1,1,2,1,2,1,2,1,2,1,2,2,1,2,2,2,1,2,1
6591,1,88,11,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
6592,0,88,11,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1
6593,1,89,10,2,2,2,2,2,2,1,1,1,1,2,1,2,1,2,1,1,2,,1,2,2,1,1,,1
6594,0,88,11,3,2,2,2,1,3,3,1,2,2,2,2,2,1,2,2,2,2,2,1,2,3,1,2,2,1
6595,0,89,10,2,1,1,2,2,2,1,1,1,2,2,1,1,1,1,2,3,1,1,2,1,1,1,1,1,1
6596,0,88,11,3,1,2,4,4,4,4,2,1,1,4,1,1,1,2,1,2,3,4,1,1,1,1,4,1,1
6597,1,89,10,2,2,2,3,3,3,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1
6598,0,89,10,4,2,4,2,2,3,3,1,2,1,3,3,3,2,4,2,4,4,3,1,4,4,1,1,3,4
6599,1,88,11,3,2,2,2,1,3,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6600,0,89,10,4,1,1,2,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1
6601,1,89,10,2,1,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
6602,1,89,10,1,1,3,3,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,3,1,1,1,1
6603,0,89,10,4,2,2,1,4,2,1,1,2,2,1,3,1,1,3,2,1,1,2,1,4,2,1,2,2,1
6604,1,89,10,2,1,2,2,1,3,2,1,2,1,1,2,2,1,3,2,2,2,3,2,3,3,3,2,2,1
6605,0,88,11,4,2,2,2,4,4,3,1,1,1,2,1,1,1,1,1,1,2,4,1,2,3,1,1,1,1
6606,0,89,10,2,3,3,4,2,4,3,1,2,2,3,3,1,2,2,3,2,2,3,2,2,2,2,2,2,2
6607,1,88,11,1,1,3,1,3,3,1,1,3,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1
6608,1,88,11,3,2,3,2,3,3,3,2,3,2,3,3,3,2,4,2,2,3,2,2,3,3,3,3,3,3
6609,1,89,10,4,3,1,4,1,1,4,1,1,2,1,1,3,1,4,1,4,4,1,1,4,1,1,1,1,4
6610,0,88,11,2,3,2,3,1,3,2,1,2,3,2,3,2,1,4,2,1,1,2,3,4,2,1,2,1,1
6611,0,89,10,2,2,3,1,3,3,2,1,3,2,2,2,2,2,2,1,1,1,1,1,2,3,2,3,1,1
6612,0,89,10,2,3,3,3,2,3,3,1,3,3,2,3,4,1,3,3,4,4,4,3,4,2,1,3,1,1
6613,1,89,10,4,2,2,2,3,3,3,1,2,1,2,1,1,1,4,1,1,3,1,1,3,3,1,1,2,4
6615,0,89,10,3,2,3,2,4,3,2,1,3,2,1,1,3,1,4,4,2,3,2,1,,4,1,2,1,1
6616,1,89,10,2,3,3,3,4,1,2,1,2,3,3,2,2,3,2,2,2,2,3,2,2,3,2,3,1,1
6617,1,88,11,3,3,2,4,1,2,3,1,1,2,4,2,2,1,1,3,1,4,4,3,1,1,1,2,3,3
6618,0,89,10,4,1,2,2,2,3,1,1,2,2,4,2,1,2,3,2,2,4,2,2,4,3,1,2,3,1
6619,1,89,10,2,1,1,1,2,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
6620,0,88,11,2,2,3,1,2,3,1,1,2,2,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1
6621,0,89,10,3,4,4,4,4,4,4,3,4,2,3,3,3,3,4,3,3,4,3,2,4,3,3,3,3,4
6622,1,89,10,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6623,0,87,12,4,2,3,2,3,4,1,1,3,1,3,1,2,4,2,3,2,1,1,1,1,2,1,1,2,1
6624,0,87,12,1,3,4,4,4,1,3,1,4,2,1,1,3,1,1,4,2,1,1,3,1,1,1,4,2,1
6625,0,87,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6626,0,87,12,1,1,1,2,,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6627,0,87,12,2,2,3,2,1,2,2,1,2,1,1,1,2,2,1,1,1,1,1,2,2,2,1,1,1,1
6628,0,87,12,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1
6629,0,87,12,3,,3,3,2,2,3,1,2,3,3,1,2,2,2,4,2,2,3,4,2,2,2,3,2,1
6630,0,87,12,4,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,,4,1,1,1,1
6631,1,87,12,2,3,3,3,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,2,2,2,2
6632,1,87,12,3,1,1,1,1,3,1,1,2,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1
6633,1,87,12,2,2,3,2,3,3,3,3,2,2,2,3,2,2,2,2,2,3,2,3,2,2,2,2,3,3
6634,1,87,12,4,4,4,1,4,4,4,1,4,4,1,1,1,1,1,4,1,1,4,4,3,1,1,1,1,1
6635,1,87,12,3,3,4,3,3,3,3,3,1,1,1,1,1,3,3,3,3,3,3,3,3,1,1,3,1,1
6636,1,87,12,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
6637,1,86,13,2,2,2,3,2,4,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1
6638,1,87,12,3,2,2,3,2,3,1,1,3,2,2,2,1,2,3,2,2,2,1,2,1,1,1,1,2,1
6639,1,86,13,3,3,2,2,2,3,2,4,2,3,2,2,2,3,4,3,2,1,2,2,2,1,2,2,1,1
6640,1,86,13,3,2,1,2,1,2,3,1,1,2,1,1,3,1,3,1,1,1,2,,3,1,3,1,4,4
6641,1,87,12,3,2,2,3,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2
6642,1,87,12,4,4,4,4,4,4,3,1,2,4,3,1,4,4,1,4,1,1,4,1,3,2,1,2,1,1
6643,1,87,12,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1
6644,1,87,12,3,3,3,2,3,3,2,3,3,2,2,3,2,2,3,2,3,2,2,2,3,3,2,2,3,3
6645,1,89,10,1,2,2,2,3,3,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1
6646,0,86,13,3,4,2,4,4,4,1,1,2,1,1,2,1,1,1,1,1,1,4,4,1,4,1,1,1,1
6647,0,87,12,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6648,0,87,12,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6649,0,86,13,3,3,2,3,4,2,3,1,3,3,3,1,1,2,2,4,1,1,3,4,2,4,1,1,1,1
6650,1,89,10,4,1,3,1,1,3,1,1,3,1,1,1,1,1,4,1,4,1,1,1,2,3,1,1,1,1
6651,0,89,10,4,1,4,1,4,3,1,1,1,1,1,1,1,1,2,1,2,2,1,1,4,4,1,1,1,1
6652,0,89,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1
6653,0,89,10,4,3,4,1,4,2,1,1,2,1,1,1,1,1,4,2,1,2,1,1,4,4,1,1,1,1
6654,0,88,11,2,4,2,1,3,2,1,1,2,2,2,1,1,1,4,1,1,1,1,2,2,4,1,1,2,1
6655,0,89,10,1,4,2,1,1,2,1,1,1,2,1,1,4,1,1,1,1,3,1,2,1,1,1,1,1,1
6656,1,89,10,4,3,1,1,1,3,1,1,2,1,1,1,1,1,4,1,1,1,1,1,3,1,1,1,1,1
6657,1,88,11,1,2,2,2,2,1,2,1,2,1,1,1,1,1,4,1,4,4,1,1,1,1,1,1,1,1
6658,1,88,11,4,3,4,3,1,3,1,1,3,1,1,1,1,1,3,1,1,1,1,1,3,2,1,1,1,1
6659,0,88,11,4,4,1,1,4,4,4,1,1,1,1,1,1,2,4,3,1,4,1,1,1,4,1,1,1,1
6660,1,89,10,4,1,2,1,1,3,1,1,4,1,1,1,4,1,3,1,2,1,1,1,4,4,1,1,1,1
6661,0,88,11,3,2,3,1,1,3,1,2,2,1,1,1,1,1,4,2,1,2,1,1,2,3,2,1,1,2
6662,1,89,10,4,1,3,3,1,3,3,1,1,1,1,1,1,1,4,1,1,1,2,2,2,2,1,1,2,1
6663,1,88,11,3,2,2,2,2,3,2,1,1,1,1,1,1,1,1,3,2,2,2,2,4,2,2,2,2,2
6664,1,89,10,1,3,4,1,1,3,1,1,2,1,1,1,3,1,2,1,1,1,1,1,1,4,1,1,1,1
6666,1,89,10,3,1,3,2,2,3,3,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1
6667,0,89,10,1,4,1,1,4,3,1,1,2,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1
6668,1,89,10,1,4,4,4,4,3,4,1,1,1,1,1,4,1,4,1,1,1,1,1,4,1,1,1,1,1
6669,1,89,10,2,2,1,1,1,2,2,1,2,,2,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1
6670,0,88,11,2,4,4,4,4,3,,1,1,2,1,1,3,1,4,1,2,1,1,1,4,4,4,2,2,4
6671,0,89,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6672,1,88,11,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6673,0,89,10,2,4,1,1,1,3,4,1,2,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1
6674,0,88,11,3,3,2,4,2,3,1,1,1,2,1,1,1,1,2,1,4,1,1,1,4,1,1,1,3,1
6675,1,88,11,1,1,2,1,2,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1
6676,0,89,10,1,4,1,4,4,3,1,1,3,2,2,1,3,4,3,4,4,1,3,1,4,3,1,1,3,4
6677,0,89,10,2,2,2,2,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2
6678,0,88,11,3,1,2,3,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1
6679,0,89,10,3,1,4,1,4,2,4,1,1,1,1,4,1,4,4,2,2,2,3,2,1,2,3,3,3,1
6681,1,88,11,2,2,2,3,1,2,2,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1
6682,1,89,10,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6683,1,89,10,3,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1
6684,1,89,10,1,1,3,4,4,4,1,1,2,1,1,1,1,1,1,2,1,1,4,2,1,3,1,2,1,1
6685,1,89,10,3,2,3,2,2,2,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1
6686,0,89,10,3,1,3,1,4,3,1,1,1,1,2,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1
6687,0,89,10,1,2,3,1,4,4,1,1,1,1,1,1,3,1,3,1,2,4,2,1,3,1,1,4,4,2
6688,0,88,11,2,2,2,1,3,3,3,1,2,,2,1,1,1,4,2,1,1,3,3,4,2,1,2,4,2
6689,1,89,10,4,3,4,4,4,2,3,1,1,4,1,4,3,1,4,4,3,4,3,4,4,3,4,1,1,1
6690,1,88,11,3,2,3,2,3,3,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1
6691,1,88,11,3,2,3,2,3,1,4,1,1,1,1,1,1,1,2,3,3,4,3,1,3,3,1,1,1,1
6692,1,89,10,1,1,1,1,1,2,1,1,1,1,1,2,1,1,4,1,3,3,2,1,1,2,2,1,1,1
6693,0,89,10,2,1,2,1,1,2,1,1,2,1,2,,2,1,1,1,1,1,1,1,1,2,2,2,2,1
6694,0,88,11,3,1,3,1,1,3,3,1,3,1,1,1,2,1,3,1,3,3,1,1,3,1,1,3,,1
6695,0,88,11,2,3,1,3,4,3,2,1,2,4,2,1,1,1,2,1,1,1,3,1,4,3,1,3,1,1
6696,0,88,11,4,4,4,4,4,4,4,1,,4,4,1,1,4,1,4,1,1,4,4,3,4,1,4,4,4
6697,0,89,10,1,1,1,1,1,3,1,1,1,1,1,4,1,1,1,1,1,3,1,1,4,1,1,1,1,1
6698,0,88,11,3,1,2,2,,3,2,1,1,2,2,2,1,1,2,2,2,2,2,2,3,3,1,2,2,2
6699,1,89,10,1,2,1,1,3,2,4,1,2,1,1,2,2,1,2,2,1,1,1,1,3,2,1,2,1,1
6700,0,88,11,3,2,2,2,2,2,2,1,2,2,2,1,1,2,,1,2,1,1,1,2,2,1,2,1,1
6701,0,89,10,2,1,4,2,1,4,1,2,2,3,3,2,1,2,3,2,2,3,3,3,2,,,,,2
6702,1,88,11,2,2,2,2,1,3,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,3,1,1,1,1
6703,0,89,10,2,2,2,2,3,3,2,2,2,3,2,3,2,2,3,3,2,3,2,3,3,2,2,2,2,2
6704,1,89,10,1,4,1,1,4,4,1,1,1,4,4,1,4,1,1,4,1,4,4,4,1,1,1,4,1,1
6705,0,89,10,2,3,1,3,2,2,3,2,1,4,1,2,1,2,2,3,1,1,2,3,2,1,1,1,1,1
6706,1,89,10,3,2,2,1,1,1,2,1,2,,1,2,2,1,1,1,2,2,2,1,1,4,2,2,2,1
6707,1,89,10,3,3,2,3,2,4,3,1,2,1,2,2,2,1,4,2,3,1,1,1,2,4,1,1,1,1
6708,0,88,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6709,0,89,10,3,2,1,2,1,2,1,1,2,2,2,1,3,1,3,2,2,1,2,1,4,2,1,1,2,1
6710,0,89,10,1,4,4,4,1,1,1,1,4,4,1,4,,3,2,,,,,,1,2,2,1,2,1
6711,1,89,10,1,3,4,3,1,4,2,4,3,4,4,2,3,1,1,3,4,4,3,4,3,2,1,1,1,1
6712,0,89,10,3,1,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2
6713,0,89,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
6714,1,88,11,2,2,3,2,2,3,3,2,2,1,1,1,1,1,2,2,2,1,2,,2,1,1,1,1,2
6715,1,89,10,3,4,4,4,4,4,3,1,3,2,3,1,1,3,1,4,2,1,4,4,1,4,1,2,3,1
6716,0,89,10,2,2,3,1,4,3,2,1,4,3,3,2,2,3,1,4,4,2,3,4,2,2,1,2,3,1
6717,0,87,12,1,1,1,1,1,1,4,1,2,1,1,2,1,1,4,1,1,1,1,1,4,1,1,1,1,2
6718,1,86,13,3,1,1,2,1,4,3,1,1,1,1,1,3,1,2,1,1,2,1,1,4,2,1,1,1,4
6719,0,86,13,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,1,2
6720,0,86,13,3,3,2,3,3,2,2,1,2,2,2,2,3,2,3,1,3,3,2,3,3,2,2,2,2,2
6721,1,87,12,4,3,1,1,1,4,4,1,3,3,3,1,1,1,3,1,1,3,3,4,1,1,1,3,3,1
6722,1,86,13,4,2,1,1,1,1,2,1,3,1,1,2,3,1,4,2,1,1,1,3,1,2,1,1,1,1
6723,0,86,13,3,2,2,1,1,2,1,1,4,1,3,1,1,1,1,3,1,1,1,3,3,2,1,1,1,1
6724,0,86,13,2,3,3,3,3,3,2,2,3,3,2,,3,2,3,3,2,3,3,3,3,3,3,3,2,2
6725,0,86,13,4,3,3,2,2,3,4,1,2,1,2,1,3,1,1,1,1,2,3,2,3,4,1,2,1,1
6726,1,86,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
6727,0,86,13,4,4,4,4,4,4,4,2,,3,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2
6728,1,86,13,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6729,0,87,12,2,2,2,2,2,3,3,2,2,2,2,3,2,3,,2,3,2,2,2,2,2,2,2,2,2
6730,1,87,12,1,1,1,1,1,2,1,1,2,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1
6731,0,88,11,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6732,0,87,12,4,2,3,3,1,2,4,1,1,1,1,4,1,1,1,1,4,4,3,1,4,4,1,1,1,1
6733,1,88,11,4,1,4,1,2,4,1,1,3,1,3,1,1,1,4,1,1,1,1,1,4,3,1,1,1,1
6734,0,88,11,3,3,3,4,2,4,2,1,2,3,4,2,3,1,2,4,1,1,3,4,3,3,1,3,1,1
6735,0,88,11,3,4,2,4,4,4,1,1,4,4,4,1,1,4,1,4,1,1,4,4,1,4,2,4,4,4
6736,0,87,12,4,4,4,4,4,4,1,1,4,3,4,3,2,4,1,1,1,3,4,2,1,4,2,4,2,1
6737,0,88,11,2,2,3,2,2,3,2,1,1,1,1,1,1,1,2,1,1,2,1,3,2,1,1,1,1,1
6738,0,87,12,4,2,2,2,3,3,1,1,3,2,2,1,3,3,2,3,1,1,3,2,2,2,1,2,2,1
6739,1,88,11,3,3,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,3,1,2,2,2,2,2
6740,0,88,11,3,4,2,4,4,4,1,1,4,4,4,1,1,,1,4,1,1,4,4,1,4,2,4,2,4
6741,0,87,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6742,0,88,11,3,4,2,4,4,2,4,1,4,2,2,4,4,2,2,4,2,2,2,4,2,4,2,2,2,4
6743,0,88,11,4,1,1,1,1,4,4,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1
6744,1,87,12,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
6745,0,88,11,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
6746,0,87,12,4,4,3,4,3,3,3,1,1,1,3,2,4,4,4,4,2,1,3,4,4,4,1,3,1,1
6747,0,87,12,3,2,3,3,4,2,1,1,2,3,3,2,2,2,3,2,3,2,2,2,3,2,1,2,2,1
6748,1,86,13,3,1,2,2,2,2,2,1,1,1,1,2,3,1,1,1,1,3,1,1,1,1,1,1,2,2
6749,1,87,12,3,2,4,2,4,4,2,,1,1,1,4,2,2,2,2,4,1,4,2,1,4,3,2,4,2
6750,0,86,13,2,4,2,2,2,2,3,,1,4,1,1,1,4,1,4,1,1,1,1,1,1,4,4,4,1
6751,0,87,12,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3
6752,1,87,12,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6753,1,86,13,1,2,3,3,2,2,2,1,3,2,2,1,1,1,1,2,1,1,1,3,1,2,1,1,1,1
6754,1,87,12,4,3,3,3,2,2,2,1,3,2,2,2,2,2,3,1,1,2,1,2,3,2,1,1,1,1
6755,1,87,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6756,1,87,12,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6757,0,87,12,4,3,4,1,4,4,3,1,3,3,3,2,3,3,4,3,2,3,2,,3,4,3,2,3,3
6758,0,86,13,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,3,2,4,2,2,1,3
6759,1,86,13,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
6760,1,86,13,3,2,3,2,3,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,1
6761,0,88,11,4,1,1,2,4,,2,2,4,2,3,4,4,2,4,4,4,4,,2,4,4,2,,2,2
6762,1,88,11,2,3,3,2,2,2,2,1,3,2,2,1,1,1,1,2,1,1,1,2,2,2,1,1,1,2
6763,0,88,11,1,1,3,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
6764,0,88,11,1,2,1,3,2,2,3,1,1,1,2,2,2,1,1,2,1,3,1,2,1,1,3,4,1,2
6765,0,87,12,1,3,1,3,4,2,4,2,2,1,2,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1
6766,1,88,11,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6767,0,87,12,1,4,4,4,4,4,4,1,4,4,4,4,1,1,4,4,4,4,4,1,4,4,1,1,1,1
6768,0,88,11,4,2,3,4,,2,1,1,3,2,2,1,3,2,3,3,2,3,2,1,2,3,2,2,2,2
6769,1,87,12,4,1,4,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,4,1,4,1,1,1,1
6771,0,89,10,2,4,3,3,1,4,4,4,4,4,4,4,4,4,4,4,2,,1,,4,3,2,1,,1
6772,1,88,11,2,2,1,4,1,1,4,1,1,1,1,4,4,1,1,4,4,4,1,1,1,4,1,1,4,1
6773,0,89,10,3,2,2,1,1,1,3,1,1,1,,,,,1,1,3,3,1,1,3,1,1,1,1,1
6774,0,89,10,4,1,4,3,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,
6775,1,87,12,3,2,2,3,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,2,2,2,1,3,1,1
6776,0,88,11,3,4,1,4,2,3,4,4,4,2,3,4,2,1,3,1,3,4,4,4,1,4,1,1,2,4
6777,0,88,11,2,1,2,1,2,1,2,1,1,1,1,1,,,,2,2,2,1,1,4,1,2,1,1,1
6778,1,87,12,2,2,2,3,1,2,3,2,2,2,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1
6779,1,87,12,3,4,2,4,3,3,2,1,2,2,2,2,4,2,3,2,3,2,2,4,3,1,3,2,3,1
6780,0,88,11,2,1,1,1,3,4,1,1,1,1,4,1,1,1,1,1,2,3,2,4,1,3,2,2,3,2
6781,1,88,11,4,2,1,1,1,4,1,1,1,3,1,2,4,,4,1,2,,4,3,4,1,1,2,1,2
6782,0,88,11,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4
6783,0,88,11,2,4,2,4,4,1,4,2,3,4,4,4,1,3,2,4,2,3,4,4,2,3,3,3,3,3
6784,0,88,11,3,1,3,1,2,2,2,1,1,3,2,1,2,1,3,2,2,3,3,2,2,2,2,3,2,3
6785,1,87,12,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
6786,1,88,11,4,3,3,3,3,3,1,1,3,3,3,3,3,1,4,3,3,3,3,4,4,3,1,1,1,1
6787,1,88,11,4,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6788,1,88,11,4,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6789,1,87,12,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2
6790,1,88,11,3,2,3,2,2,4,3,2,3,2,2,3,2,2,3,2,1,1,1,2,3,1,1,1,1,1
6791,0,88,11,4,1,3,1,3,4,1,1,4,,1,2,4,2,4,4,3,4,3,2,3,3,1,3,2,1
6792,0,88,11,2,2,2,3,3,2,3,1,2,2,2,2,2,2,1,1,1,1,1,3,3,2,2,2,1,2
6793,0,89,10,3,2,2,4,4,3,3,2,3,1,1,1,1,1,1,1,1,2,1,1,2,2,3,2,3,3
6794,0,88,11,3,3,4,3,3,4,4,1,4,3,4,2,3,1,3,3,1,1,2,1,3,4,1,2,1,1
6795,0,87,12,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,,,,3,2,2,2,2,2
6796,1,88,11,4,2,4,,2,3,3,1,3,1,1,1,2,1,2,3,1,1,1,1,1,2,1,2,1,1
6797,1,87,12,4,1,,3,2,4,1,1,2,1,2,1,1,2,1,2,1,3,4,4,3,1,1,1,1,1
6798,0,88,11,4,4,1,4,4,3,1,1,4,3,4,1,3,1,4,4,4,4,4,4,4,4,1,4,3,2
6799,1,87,12,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,1,2,2,2,1,2
6800,0,87,12,3,3,3,3,2,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6801,1,87,12,2,3,2,2,3,3,3,3,2,3,3,2,1,1,2,3,3,3,2,2,1,1,3,1,1,2
6802,0,87,12,2,3,4,4,3,4,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2
6803,0,87,12,2,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,4,4,2,2,3,3,2,2,2,1
6804,0,87,12,3,3,2,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,3,2,2
6805,0,88,11,3,3,3,3,3,3,2,1,3,2,3,2,1,2,2,3,2,2,2,2,3,2,2,2,2,2
6806,0,88,11,3,2,2,2,3,2,3,1,2,2,2,2,2,2,2,2,1,1,1,1,1,3,2,2,1,2
6807,1,88,11,1,2,1,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,1,1,1
6808,1,87,12,1,1,3,1,3,3,3,2,1,1,1,1,3,3,1,1,1,2,1,1,3,1,1,1,1,1
6809,1,87,12,4,1,2,2,2,4,4,4,4,4,3,3,3,2,2,3,2,3,2,1,3,1,3,2,2,2
6810,1,88,11,3,2,3,3,3,3,2,2,2,2,2,3,2,2,2,2,3,1,1,3,1,1,1,1,1,1
6811,1,87,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1
6812,1,88,11,1,1,3,3,1,,3,2,2,2,1,2,1,1,1,3,4,2,3,2,4,1,3,2,1,4
