問卷編號,"性別(男:0, 女:1)",出生年,年齡,"CIAS_1(CIAS編碼 1: 非常不同意, 2: 不同意, 3: 同意, 4: 非常同意)",CIAS_2,CIAS_3,CIAS_4,CIAS_5,CIAS_6,CIAS_7,CIAS_8,CIAS_9,CIAS_10,CIAS_11,CIAS_12,CIAS_13,CIAS_14,CIAS_15,CIAS_16,CIAS_17,CIAS_18,CIAS_19,CIAS_20,CIAS_21,CIAS_22,CIAS_23,CIAS_24,CIAS_25,CIAS_26
7704,1,84,15,1,4,4,2,4,3,1,1,1,3,4,1,1,2,3,2,3,3,4,3,3,3,1,2,1,1
7705,1,85,14,4,2,2,3,2,3,2,1,1,1,1,1,3,1,2,1,2,2,1,1,1,2,1,1,1,1
7707,0,83,16,3,3,3,3,1,1,3,4,2,2,2,3,3,1,2,2,3,2,1,2,3,2,2,2,4,2
7708,1,82,17,2,2,3,3,3,3,3,3,3,2,3,3,3,2,2,2,3,3,3,2,2,2,2,2,2,3
7709,1,81,18,3,3,2,3,3,2,3,3,3,1,2,2,2,1,1,3,3,3,3,3,3,3,3,3,3,3
7710,1,80,19,3,4,2,3,1,2,3,3,3,3,3,4,2,4,3,2,4,3,2,3,1,3,2,3,4,2
7711,1,80,19,4,3,2,1,3,1,3,3,3,2,1,2,1,1,1,2,2,2,2,2,3,3,4,4,4,3
7712,1,83,16,2,2,2,2,3,3,2,1,2,2,2,1,1,1,2,2,1,1,1,1,2,2,1,2,1,1
7713,1,83,16,1,2,2,3,2,2,1,1,1,2,1,1,3,1,1,3,1,1,2,2,1,2,1,1,1,1
7714,1,82,17,3,3,3,3,2,3,2,2,3,3,2,2,3,2,3,2,2,2,3,3,3,2,2,2,2,2
7715,0,82,17,3,2,2,2,2,2,2,2,2,2,4,3,2,1,2,3,4,3,2,1,2,3,4,3,2,1
7716,0,81,18,1,2,3,2,3,1,4,3,4,2,1,1,2,3,2,3,1,2,3,3,4,3,2,3,1,4
7717,1,83,16,3,2,3,2,2,3,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
7718,1,84,15,3,2,2,4,2,4,2,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,2,1
7719,1,83,16,3,4,2,3,4,4,4,4,3,3,2,3,3,3,3,3,4,3,3,2,3,4,4,4,4,3
7720,1,75,24,1,3,1,2,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1
7721,0,83,16,,3,2,,3,2,,1,3,3,2,3,2,3,1,1,1,3,3,3,2,2,2,4,4,4
7722,0,84,15,3,2,3,2,2,2,2,3,3,2,2,3,3,2,3,2,2,3,2,3,2,2,2,2,3,3
7723,1,83,16,3,2,2,1,2,2,2,4,2,3,2,3,3,2,3,3,3,3,3,3,2,2,2,2,2,3
7724,1,84,15,2,2,2,3,2,3,2,3,2,3,2,2,2,2,3,3,1,2,3,3,2,2,2,2,3,2
7725,0,78,21,1,2,2,3,3,3,2,3,1,3,2,2,2,1,1,3,2,3,2,2,3,3,2,2,1,2
7726,1,84,15,2,4,4,2,3,4,1,1,4,3,4,1,3,2,4,4,2,4,4,3,2,4,3,4,1,3
7727,1,84,15,2,3,1,3,2,3,1,1,1,3,2,1,1,1,3,2,1,3,1,1,1,2,1,1,1,1
7728,1,84,15,1,4,1,4,3,2,1,1,1,2,2,1,1,1,1,3,1,2,3,3,1,2,1,1,1,1
7729,1,84,15,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1
7730,1,84,15,2,2,2,3,2,2,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
7731,1,84,15,3,4,4,3,3,3,1,1,1,2,4,3,2,1,3,4,4,4,3,4,4,3,2,1,1,1
7732,1,84,15,4,2,4,3,2,4,3,2,4,2,4,2,3,3,2,2,3,2,3,4,2,4,2,3,4,3
7733,1,84,15,4,3,2,4,4,4,1,2,1,3,2,2,2,1,3,3,1,1,2,3,2,2,1,1,3,1
7734,1,84,15,3,3,3,3,3,4,2,1,1,1,2,1,1,1,3,3,2,3,3,3,2,3,1,2,2,1
7735,1,84,15,2,1,2,2,2,3,2,1,2,1,1,2,3,1,3,2,2,3,3,1,3,2,2,1,1,2
7736,1,84,15,1,1,1,2,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,3,3
7737,0,84,15,3,3,2,4,2,3,3,1,1,2,2,1,3,1,3,3,4,2,2,3,3,3,2,1,1,1
7738,0,84,15,3,1,2,1,2,2,2,1,1,1,2,1,1,1,1,1,1,2,3,1,3,2,1,1,1,1
7739,0,84,15,3,2,3,2,4,4,4,1,3,3,3,2,2,1,2,2,2,2,2,3,2,2,1,2,1,1
7740,0,84,15,3,2,2,2,2,4,4,1,2,1,1,1,2,1,4,2,2,4,4,4,4,4,1,1,1,1
7741,0,84,15,3,3,2,3,3,3,1,1,1,1,1,1,1,1,1,3,1,3,2,3,2,2,2,2,2,2
7742,0,84,15,3,1,1,1,1,3,3,2,4,1,1,1,1,2,2,1,3,3,3,1,3,1,4,1,1,1
7743,0,83,16,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
7744,0,83,16,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,2,3,2,3,3,3,3,3,3
7745,0,83,16,4,4,2,3,3,3,3,1,2,3,3,1,1,2,2,2,2,2,2,2,3,3,3,3,3,2
7746,0,84,15,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7747,0,84,15,4,3,2,4,4,4,3,2,2,4,4,2,2,2,4,4,2,3,4,4,3,4,2,4,1,1
7748,0,83,16,1,2,1,1,1,1,1,1,1,1,1,1,3,,1,1,1,1,1,1,1,1,1,1,1,1
7749,0,84,15,2,1,2,2,3,4,1,2,1,2,2,2,4,2,3,2,1,3,3,1,2,1,1,1,3,3
7750,0,83,16,2,2,2,3,1,3,3,2,2,3,2,1,3,1,2,3,2,2,2,3,3,3,3,2,3,2
7751,0,84,15,4,3,3,3,3,3,2,1,2,2,2,2,2,2,3,2,2,2,3,2,3,2,1,2,2,1
7752,0,83,16,3,3,3,3,2,3,2,1,3,2,3,1,1,1,4,3,3,3,2,3,3,3,2,3,2,1
7753,1,84,15,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,2
7754,1,84,15,1,4,1,4,2,2,2,1,1,3,2,1,1,1,1,3,1,1,1,3,2,1,1,1,1,1
7755,1,85,14,3,3,2,3,2,3,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2
7756,1,85,14,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7757,1,86,13,3,3,3,2,2,3,3,1,3,2,2,2,3,2,2,2,2,2,3,2,2,3,2,2,2,2
7758,1,86,13,4,4,3,4,4,4,2,1,2,4,4,1,1,3,2,4,2,1,4,4,1,3,1,1,2,1
7759,0,86,13,2,3,2,3,4,3,4,1,1,3,1,1,1,1,1,1,1,1,1,2,2,3,3,2,1,1
7760,0,86,13,3,4,4,3,4,4,3,1,2,4,2,2,2,2,3,4,3,3,2,4,3,4,2,2,2,2
7761,0,86,13,4,3,3,4,2,1,3,1,2,2,4,4,2,2,4,3,3,3,2,2,2,4,2,2,4,1
7762,0,86,13,3,2,3,2,3,2,3,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2
7763,0,86,13,1,4,2,2,3,3,3,2,2,3,2,3,2,3,2,3,2,3,2,2,2,2,3,2,3,3
7764,1,85,14,3,1,2,2,3,3,2,1,1,1,2,2,2,2,3,2,2,2,3,2,3,2,2,2,2,2
7765,0,86,13,3,2,2,1,3,4,3,1,2,2,2,3,4,1,4,2,3,4,2,2,3,3,1,2,3,1
7766,0,85,14,3,2,2,2,3,3,2,1,2,2,2,2,2,2,2,2,2,2,1,3,1,1,1,1,1,1
7767,1,85,14,3,1,3,2,2,3,3,2,2,1,2,1,1,2,3,2,2,2,3,1,3,2,2,2,2,2
7768,1,86,13,3,2,2,1,2,3,3,1,2,2,2,2,2,2,3,1,3,3,3,2,3,1,1,1,1,1
7769,1,85,14,3,3,3,3,3,3,3,1,4,3,3,1,4,3,3,3,1,,3,3,3,2,3,2,1,4
7770,0,86,13,3,4,4,4,2,4,3,1,3,4,4,4,4,4,2,4,1,2,1,1,4,4,1,4,4,1
7772,0,86,13,2,2,2,3,2,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1
7773,1,86,13,2,3,3,3,3,3,2,1,3,2,2,2,2,1,2,2,1,1,3,4,2,2,1,2,1,2
7774,0,85,14,2,3,2,2,3,3,3,2,2,3,3,2,3,2,3,3,3,3,3,4,3,3,2,3,2,4
7775,0,86,13,2,1,2,2,3,2,3,4,3,1,2,3,2,2,3,2,1,1,1,2,1,2,3,2,1,2
7776,0,85,14,4,3,4,3,1,4,1,1,1,1,3,3,3,1,3,3,3,3,3,1,3,3,1,1,1,1
7777,0,86,13,3,4,4,4,3,4,4,2,4,4,3,3,3,4,3,3,3,3,4,4,3,4,3,4,3,2
7778,0,86,13,4,4,3,4,3,4,2,1,2,2,3,1,1,1,3,3,3,3,4,3,3,3,2,2,1,1
7779,1,86,13,4,4,4,4,4,4,4,3,4,4,3,2,3,3,3,4,4,4,4,4,3,3,4,4,2,3
7780,0,86,13,3,4,4,3,4,4,4,1,4,4,3,4,1,3,1,4,4,4,4,2,2,4,1,2,2,1
7781,1,86,13,3,1,1,4,3,2,2,1,3,2,1,3,3,1,3,2,1,3,2,4,3,1,1,1,3,1
7782,1,85,14,4,4,2,3,3,4,2,1,2,2,3,2,2,2,2,1,3,3,3,4,2,3,2,4,2,1
7783,1,86,13,2,2,2,3,3,2,1,1,1,3,2,2,2,2,1,2,3,3,2,2,3,2,1,2,2,2
7784,1,86,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2
7785,1,85,14,2,4,2,4,4,3,4,1,2,4,3,3,4,2,4,4,1,1,4,4,4,1,1,1,1,1
7786,1,85,14,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,4,3,1,1,2,1
7787,1,85,14,2,4,3,4,3,4,3,1,4,4,4,4,1,4,2,4,4,4,4,4,3,4,3,4,4,4
7789,1,87,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7790,1,84,15,3,3,3,3,3,3,3,2,3,3,4,2,2,3,3,2,3,3,3,3,3,3,3,3,3,2
7791,1,85,14,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,1,2
7792,1,84,15,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7793,1,86,13,2,1,3,2,1,2,2,1,3,1,2,1,2,1,4,2,1,2,4,1,4,2,1,1,1,1
7794,1,86,13,1,3,1,2,4,3,2,1,1,2,3,2,1,1,1,1,1,1,3,3,2,1,1,1,1,1
7795,1,85,14,3,3,2,1,1,3,1,1,2,1,2,1,3,1,1,3,1,1,3,1,1,1,1,2,1,1
7796,1,86,13,3,4,2,4,4,4,3,1,2,2,4,1,1,3,1,3,2,3,4,4,1,4,1,4,4,1
7797,1,86,13,1,2,2,4,3,2,2,1,2,1,1,1,1,2,2,1,1,1,2,3,2,1,1,2,1,1
7798,1,86,13,3,4,3,2,3,4,2,2,2,2,2,1,1,2,3,3,3,3,3,4,2,3,2,2,2,3
7799,1,86,13,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1
7800,1,86,13,2,2,3,2,2,4,3,1,4,3,2,2,1,1,1,3,2,2,4,3,2,2,1,2,1,1
7801,1,86,13,3,3,3,3,3,3,1,2,3,3,3,1,1,1,2,4,2,1,2,2,1,4,1,1,1,2
7802,0,86,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7803,1,84,15,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1
7804,0,85,14,1,1,1,2,1,2,1,1,1,1,1,1,1,3,1,2,3,2,1,1,1,1,1,1,2,1
7805,1,85,14,2,3,1,1,3,2,1,1,1,2,2,1,1,1,1,3,1,1,1,1,2,1,1,1,1,2
7806,0,86,13,3,1,2,2,2,3,2,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,1,2,1
7807,0,86,13,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1
7808,0,85,14,4,4,3,4,4,4,4,3,4,4,3,2,3,4,3,4,3,4,4,4,3,4,1,3,4,1
7809,1,86,13,3,3,3,3,3,3,1,2,3,2,2,2,2,2,2,3,3,3,2,2,2,2,1,3,2,2
7810,1,86,13,1,2,1,3,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1
7811,1,86,13,3,2,3,2,1,4,3,1,3,2,1,3,3,1,1,3,3,4,3,1,2,3,3,3,3,1
7812,0,86,13,2,2,2,3,3,3,3,2,3,2,2,2,1,2,1,1,1,1,1,4,1,1,1,1,1,1
7813,1,86,13,4,3,2,3,3,4,3,2,1,3,2,3,2,1,2,3,4,3,4,4,2,3,3,4,3,3
7814,0,86,13,1,1,2,1,4,2,1,1,1,1,1,1,1,1,1,1,4,4,1,1,4,1,1,1,1,1
7815,0,86,13,3,2,2,2,3,3,2,1,2,3,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2
7816,0,85,14,4,4,2,3,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,1,1
7817,0,86,13,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7818,0,85,14,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
7819,1,86,13,2,3,3,2,4,4,1,1,3,2,2,1,3,1,1,3,1,1,3,3,1,1,1,3,1,1
7820,0,85,14,2,2,1,2,2,2,2,1,1,2,2,1,2,1,1,2,1,2,2,2,1,1,1,1,1,1
7821,1,86,13,2,1,3,1,1,3,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,2,1,1,1,1
7822,0,83,16,4,1,4,1,1,1,1,1,4,,1,4,1,4,1,1,1,1,1,4,1,1,1,4,4,4
7823,0,84,15,4,3,4,2,1,1,4,4,4,1,2,1,4,4,3,2,2,1,1,4,4,4,1,2,4,1
7824,1,83,16,3,1,1,1,3,3,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
7825,1,84,15,3,4,3,4,3,3,1,3,3,3,4,2,3,3,2,4,2,2,3,3,2,3,3,3,3,3
7826,0,82,17,3,2,2,2,2,3,2,1,1,1,1,1,1,1,1,2,2,2,2,1,4,1,2,4,1,1
7827,0,83,16,3,2,2,1,2,1,2,1,1,1,2,4,2,2,3,2,3,3,2,2,3,2,1,1,2,3
7828,0,84,15,1,4,1,1,4,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1
7829,1,84,15,2,1,1,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,3,2
7830,0,84,15,3,4,4,3,4,4,3,4,2,3,3,1,3,3,,3,3,3,2,4,3,3,3,2,3,4
7831,1,83,16,4,3,4,3,2,2,4,3,2,1,1,3,2,4,1,1,3,3,1,3,1,1,4,2,3,2
7832,1,84,15,3,4,2,4,2,3,2,1,1,2,1,3,3,3,2,4,1,2,2,4,2,1,2,2,3,1
7833,1,83,16,4,4,4,2,3,4,3,2,3,2,3,2,2,2,2,3,3,3,3,4,3,3,2,3,3,4
7834,0,83,16,3,4,4,4,2,3,1,4,4,3,2,1,2,4,3,3,3,4,3,3,3,2,2,3,1,4
7835,0,84,15,2,2,3,3,3,2,3,2,3,2,3,3,2,3,2,3,3,2,3,2,1,2,1,,3,1
7836,0,84,15,3,3,2,3,2,2,2,1,2,2,2,1,2,2,2,3,2,1,2,2,1,1,2,2,1,3
7837,1,84,15,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,3,1,1,1,1,1
7838,1,83,16,3,2,4,1,3,3,2,1,2,2,2,2,2,2,3,2,3,3,3,2,3,3,2,2,3,3
7839,1,83,16,1,2,1,2,2,2,2,1,1,2,2,1,1,1,3,2,3,3,2,2,3,2,1,1,3,1
7840,0,84,15,3,3,3,2,2,3,1,2,3,4,3,3,3,2,2,3,3,3,3,3,3,3,2,2,2,2
7841,0,84,15,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
7842,0,83,16,3,2,2,3,3,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
7843,0,84,15,3,2,3,2,1,3,1,1,2,2,2,2,3,2,3,2,2,2,2,2,,,2,2,1,2
7844,1,84,15,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7845,1,84,15,3,3,2,3,3,2,3,1,2,3,1,2,3,2,3,3,2,2,3,4,3,2,2,2,2,2
7846,1,83,16,2,2,3,1,3,2,1,2,2,1,1,1,2,2,2,1,2,2,3,2,2,2,2,2,3,2
7847,1,84,15,3,2,3,1,2,2,3,1,2,1,1,2,3,3,2,2,2,3,1,2,1,2,2,1,1,1
7848,1,84,15,1,3,3,3,2,2,2,1,4,2,2,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1
7849,1,84,15,3,4,4,3,2,3,2,2,3,2,2,2,3,1,2,3,1,1,2,3,2,2,3,2,1,1
7850,0,84,15,4,4,4,2,4,4,4,4,4,1,3,4,4,4,4,2,4,4,4,1,4,4,1,2,4,2
7851,0,84,15,2,3,2,3,2,2,2,2,2,1,2,2,2,2,3,2,2,3,2,2,3,2,2,2,3,2
7852,0,83,16,4,4,4,4,4,4,4,1,1,3,4,1,3,1,3,4,1,3,4,4,3,4,1,4,1,1
7853,1,84,15,4,1,1,3,2,1,1,1,1,1,1,1,,1,3,1,1,3,3,1,1,1,1,1,3,1
7854,1,83,16,2,3,1,1,1,4,1,1,1,1,2,1,,3,1,1,1,1,3,1,2,1,1,1,1,1
7855,0,84,15,3,4,3,3,4,3,3,2,3,4,3,2,1,4,1,4,2,1,3,4,1,2,2,3,1,1
7856,1,84,15,2,1,1,1,2,1,1,1,1,1,1,1,4,2,1,3,1,2,3,4,2,1,1,1,1,1
7857,0,83,16,4,4,3,4,4,4,2,1,2,2,3,1,1,1,1,3,1,1,1,1,1,2,1,,2,2
7858,0,84,15,3,2,2,3,2,4,3,1,2,1,2,3,2,3,4,3,2,3,2,3,3,3,4,4,4,3
7859,0,84,15,1,1,1,3,4,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7860,1,84,15,1,1,1,1,1,3,1,1,1,1,1,1,2,1,2,2,2,3,1,3,1,2,1,1,2,1
7861,1,84,15,3,2,2,3,2,3,1,1,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2
7862,0,83,16,3,2,3,3,2,3,2,2,1,2,2,3,2,2,3,3,3,3,3,2,2,2,2,2,2,2
7863,0,84,15,2,2,3,2,2,2,3,1,1,2,2,2,2,2,3,4,2,4,2,2,2,2,2,2,3,2
7864,1,84,15,3,3,2,3,2,2,3,1,1,3,3,2,1,3,2,4,2,2,3,3,1,2,1,1,1,1
7865,1,83,16,2,3,1,2,3,3,1,1,1,2,1,1,2,1,1,2,1,2,1,3,1,1,1,1,1,1
7866,0,84,15,1,2,1,1,3,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1
7867,1,84,15,2,2,2,3,2,3,1,3,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3
7868,1,84,15,4,4,4,1,2,4,3,1,1,4,2,2,4,2,4,4,4,4,4,4,4,2,2,4,4,2
7869,1,84,15,2,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
7870,1,84,15,2,1,1,2,1,3,2,1,1,1,1,1,1,1,3,2,2,2,2,1,4,2,1,2,2,1
7871,0,83,16,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1
7872,1,83,16,2,2,1,3,1,3,1,1,1,2,,,,,,3,1,3,2,3,2,2,1,1,1,1
7873,0,83,16,4,2,2,3,4,4,1,1,2,3,4,4,3,3,3,2,2,2,3,2,2,3,2,2,2,2
7874,1,84,15,1,1,2,3,1,3,1,1,2,1,1,1,3,1,1,1,2,2,2,3,3,2,1,1,1,4
7875,1,84,15,3,2,2,2,2,3,1,1,1,1,1,1,3,1,2,3,1,2,,2,2,2,1,3,1,1
7876,1,83,16,3,2,2,2,1,2,2,1,1,2,2,2,2,1,3,2,3,3,2,2,2,2,1,1,1,1
7877,1,84,15,3,3,2,4,3,3,2,1,2,3,2,1,3,1,1,4,1,1,2,4,1,2,2,2,1,1
7878,1,84,15,3,2,3,2,2,4,2,1,3,2,4,2,2,2,3,3,2,3,3,1,3,3,2,2,1,2
7879,1,84,15,3,2,2,3,3,3,2,1,1,2,2,2,2,2,2,2,3,3,2,2,2,2,1,2,2,2
7880,1,83,16,3,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7881,1,84,15,1,1,2,2,2,3,2,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,1,1,2,1
7882,0,83,16,3,2,2,2,2,3,2,1,1,2,2,2,3,2,3,2,2,3,2,2,2,2,2,2,3,3
7883,1,84,15,3,4,3,4,3,4,1,1,1,3,3,2,2,1,2,3,1,2,3,3,2,2,2,1,1,1
7884,0,85,14,3,2,2,2,2,3,2,4,2,2,2,2,3,2,2,3,2,2,2,2,3,2,2,2,2,2
7885,0,85,14,3,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,2,2,3,
7886,0,84,15,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
7887,1,85,14,2,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1
7888,0,84,15,3,1,2,3,2,2,2,1,2,1,3,1,1,1,1,1,1,1,1,4,3,3,2,2,1,2
7889,0,84,15,3,1,2,1,1,2,2,1,2,1,1,1,3,1,2,2,2,1,1,1,1,2,1,1,1,1
7890,1,85,14,3,3,2,2,3,3,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,2,2
7891,1,84,15,1,3,3,3,3,3,3,1,3,2,3,2,2,3,3,2,2,2,3,3,2,3,2,3,2,2
7892,0,85,14,2,2,2,2,3,2,3,2,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3
7893,1,84,15,3,2,3,2,3,3,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,3,2,3,2,2
7894,0,85,14,3,1,2,2,3,2,2,1,3,2,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1
7895,1,85,14,3,2,2,2,2,2,2,1,2,2,1,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2
7896,0,85,14,4,4,4,4,4,4,3,3,3,3,2,2,2,2,2,1,1,1,1,1,4,4,4,4,4,3
7897,1,84,15,3,3,3,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,1,1,1
7899,0,84,15,4,3,4,2,1,4,3,4,3,3,1,1,4,2,4,3,3,1,4,4,1,1,1,1,2,4
7900,1,83,16,2,2,3,2,3,3,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
7901,1,84,15,1,4,2,1,1,1,3,2,2,1,3,1,1,1,2,2,3,2,2,2,2,2,2,2,2,2
7902,1,84,15,4,2,3,3,3,3,3,2,2,1,1,4,3,3,2,3,1,4,3,1,4,4,4,4,1,1
7903,0,84,15,2,4,2,3,4,1,1,1,2,3,2,2,1,3,3,4,3,4,3,4,3,2,2,2,1,1
7904,1,84,15,1,1,1,2,1,3,1,1,1,1,1,3,2,3,2,3,1,3,3,1,3,1,1,1,1,1
7905,0,83,16,3,3,2,3,3,2,2,3,2,3,3,2,2,2,2,3,2,2,3,3,2,2,2,3,2,3
7906,0,83,16,2,2,2,3,3,3,2,1,2,2,2,1,2,2,1,1,1,1,2,2,2,2,1,1,2,1
7907,1,84,15,4,1,2,2,3,4,2,2,1,2,2,2,2,2,3,2,3,2,2,1,3,2,1,1,1,1
7908,0,84,15,1,2,1,2,1,2,2,1,2,2,2,1,2,1,1,2,1,1,1,3,2,1,1,1,2,1
7909,1,83,16,3,3,2,3,1,3,2,1,1,1,1,1,3,2,1,2,2,1,2,1,1,1,1,1,4,1
7910,0,83,16,3,3,3,3,2,3,2,3,2,2,3,2,3,2,3,3,3,3,2,2,3,3,3,2,3,3
7911,0,84,15,4,1,2,4,1,1,3,1,1,1,2,1,2,1,3,2,1,1,1,4,2,4,1,1,2,1
7912,1,84,15,2,2,2,3,3,2,3,2,2,1,2,2,3,2,2,3,2,1,1,2,2,2,2,2,2,2
7913,0,83,16,4,2,2,4,3,2,4,3,1,3,2,1,3,2,2,2,3,3,3,4,3,2,2,2,3,1
7914,1,83,16,1,1,2,1,1,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,2,1
7915,1,83,16,1,2,1,1,3,2,1,1,1,2,3,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1
7916,1,83,16,4,4,2,1,2,4,2,1,1,1,3,1,4,1,3,4,4,1,3,4,1,1,3,3,3,1
7917,1,84,15,3,3,3,2,2,3,3,3,2,3,3,2,3,2,3,3,2,2,3,3,2,2,3,2,3,3
7918,1,84,15,3,2,3,3,2,1,3,1,2,1,2,1,1,1,2,1,1,3,2,1,2,1,1,1,1,2
7919,1,84,15,3,4,2,3,3,4,1,3,1,3,3,1,2,2,3,3,2,2,3,3,2,3,2,1,2,2
7920,1,84,15,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1
7921,0,84,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7922,1,84,15,3,1,2,3,1,2,2,2,2,2,1,1,3,1,2,2,1,1,2,1,3,1,2,1,3,2
7923,1,83,16,4,2,1,2,2,4,1,1,1,1,1,1,3,1,4,2,4,3,3,1,4,2,1,1,4,3
7924,0,84,15,2,3,1,2,4,3,1,1,1,1,2,2,2,1,2,2,4,2,4,2,2,2,1,2,3,2
7925,0,84,15,3,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1
7926,1,84,15,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
7927,0,84,15,3,4,3,4,4,4,1,2,2,2,3,2,3,,4,4,3,2,3,1,4,4,1,2,1,1
7928,0,84,15,4,4,3,4,2,3,2,1,2,3,4,1,2,4,4,4,3,2,4,4,3,4,2,2,4,4
7929,0,84,15,4,4,4,4,4,4,3,4,4,4,4,2,1,4,4,4,4,4,4,4,2,1,2,3, ,4
7930,1,83,16,4,4,3,4,4,4,3,2,1,3,4,3,1,2,3,3,2,3,2,3,1,2,2,3,3,3
7931,0,84,15,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,3,2,4,2,4,4,4
7932,0,83,16,3,1,2,1,1,2,1,1,1,1,2,2,1,1,4,3,1,3,3,1,1,1,1,1,3,1
